date,description,f_start,f_end,condition,t_interval,data_path,promoter,vector,cell_detection_offset,experimental_setup,time_threshold_h
20220921,glucoseaa,0,Inf,glucoseaa020,1.5,/scicore/home/nimwegen/rocasu25/MM_Data/Dany/20220921/curated_data/hi1_ch_curated,hi1,ch,120,3,2
